name,sku,basePrice,compareAtPrice,stockOnHand,categoryName,brandName,shortDescription,description,imageUrl
Wool Beanie Black,GRS-0067,24,,82,Accessories,Ephesus Design House,Wool Beanie in black,Handcrafted wool beanie finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/2333596/pexels-photo-2333596.jpeg|https://images.pexels.com/photos/9828237/pexels-photo-9828237.jpeg|https://images.pexels.com/photos/7760743/pexels-photo-7760743.jpeg|https://images.pexels.com/photos/38000178/pexels-photo-38000178.jpeg
Wool Beanie Olive,GRS-0068,24,,75,Accessories,Ephesus Design House,Wool Beanie in olive,Handcrafted wool beanie finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/2333596/pexels-photo-2333596.jpeg|https://images.pexels.com/photos/9828237/pexels-photo-9828237.jpeg|https://images.pexels.com/photos/7760743/pexels-photo-7760743.jpeg|https://images.pexels.com/photos/38000178/pexels-photo-38000178.jpeg
Wool Beanie Cream,GRS-0069,24,32,23,Accessories,Ephesus Design House,Wool Beanie in cream,Handcrafted wool beanie finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/2333596/pexels-photo-2333596.jpeg|https://images.pexels.com/photos/9828237/pexels-photo-9828237.jpeg|https://images.pexels.com/photos/7760743/pexels-photo-7760743.jpeg|https://images.pexels.com/photos/38000178/pexels-photo-38000178.jpeg
Wool Beanie Mustard,GRS-0070,24,,91,Accessories,Ephesus Design House,Wool Beanie in mustard,Handcrafted wool beanie finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/2333596/pexels-photo-2333596.jpeg|https://images.pexels.com/photos/9828237/pexels-photo-9828237.jpeg|https://images.pexels.com/photos/7760743/pexels-photo-7760743.jpeg|https://images.pexels.com/photos/38000178/pexels-photo-38000178.jpeg
Wool Beanie Charcoal,GRS-0071,24,,59,Accessories,Ephesus Design House,Wool Beanie in charcoal,Handcrafted wool beanie finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/2333596/pexels-photo-2333596.jpeg|https://images.pexels.com/photos/9828237/pexels-photo-9828237.jpeg|https://images.pexels.com/photos/7760743/pexels-photo-7760743.jpeg|https://images.pexels.com/photos/38000178/pexels-photo-38000178.jpeg
Wool Beanie Tan,GRS-0072,24,32,31,Accessories,Ephesus Design House,Wool Beanie in tan,Handcrafted wool beanie finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/2333596/pexels-photo-2333596.jpeg|https://images.pexels.com/photos/9828237/pexels-photo-9828237.jpeg|https://images.pexels.com/photos/7760743/pexels-photo-7760743.jpeg|https://images.pexels.com/photos/38000178/pexels-photo-38000178.jpeg
Leather Belt Burgundy,GRS-0073,45,,35,Accessories,Marmara Mills,Leather Belt in burgundy,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Leather Belt Navy,GRS-0074,45,61,58,Accessories,Marmara Mills,Leather Belt in navy,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Leather Belt Black,GRS-0075,45,,26,Accessories,Marmara Mills,Leather Belt in black,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Leather Belt Olive,GRS-0076,45,,16,Accessories,Marmara Mills,Leather Belt in olive,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Leather Belt Cream,GRS-0077,45,61,28,Accessories,Marmara Mills,Leather Belt in cream,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Leather Belt Mustard,GRS-0078,45,,80,Accessories,Marmara Mills,Leather Belt in mustard,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Leather Belt Charcoal,GRS-0079,45,,88,Accessories,Marmara Mills,Leather Belt in charcoal,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Leather Belt Tan,GRS-0080,45,61,20,Accessories,Marmara Mills,Leather Belt in tan,Handcrafted leather belt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31959214/pexels-photo-31959214.jpeg|https://images.pexels.com/photos/31959215/pexels-photo-31959215.jpeg|https://images.pexels.com/photos/33495913/pexels-photo-33495913.jpeg|https://images.pexels.com/photos/32498716/pexels-photo-32498716.jpeg
Acetate Sunglasses Burgundy,GRS-0081,62,,20,Accessories,Kilim & Co.,Acetate Sunglasses in burgundy,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Acetate Sunglasses Navy,GRS-0082,62,84,35,Accessories,Kilim & Co.,Acetate Sunglasses in navy,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Acetate Sunglasses Black,GRS-0083,62,,68,Accessories,Kilim & Co.,Acetate Sunglasses in black,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Acetate Sunglasses Olive,GRS-0084,62,,91,Accessories,Kilim & Co.,Acetate Sunglasses in olive,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Acetate Sunglasses Cream,GRS-0085,62,84,31,Accessories,Kilim & Co.,Acetate Sunglasses in cream,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Acetate Sunglasses Mustard,GRS-0086,62,,47,Accessories,Kilim & Co.,Acetate Sunglasses in mustard,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Acetate Sunglasses Charcoal,GRS-0087,62,,83,Accessories,Kilim & Co.,Acetate Sunglasses in charcoal,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Acetate Sunglasses Tan,GRS-0088,62,84,98,Accessories,Kilim & Co.,Acetate Sunglasses in tan,Handcrafted acetate sunglasses finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5202048/pexels-photo-5202048.jpeg|https://images.pexels.com/photos/15735139/pexels-photo-15735139.jpeg|https://images.pexels.com/photos/1013482/pexels-photo-1013482.jpeg|https://images.pexels.com/photos/121795/pexels-photo-121795.jpeg
Gold Drop Earrings Burgundy,GRS-0089,38,,72,Accessories,Troy Leather Co.,Gold Drop Earrings in burgundy,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Gold Drop Earrings Navy,GRS-0090,38,51,96,Accessories,Troy Leather Co.,Gold Drop Earrings in navy,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Gold Drop Earrings Black,GRS-0091,38,,88,Accessories,Troy Leather Co.,Gold Drop Earrings in black,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Gold Drop Earrings Olive,GRS-0092,38,,40,Accessories,Troy Leather Co.,Gold Drop Earrings in olive,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Gold Drop Earrings Cream,GRS-0093,38,51,26,Accessories,Troy Leather Co.,Gold Drop Earrings in cream,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Gold Drop Earrings Mustard,GRS-0094,38,,53,Accessories,Troy Leather Co.,Gold Drop Earrings in mustard,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Gold Drop Earrings Charcoal,GRS-0095,38,,65,Accessories,Troy Leather Co.,Gold Drop Earrings in charcoal,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Gold Drop Earrings Tan,GRS-0096,38,51,88,Accessories,Troy Leather Co.,Gold Drop Earrings in tan,Handcrafted gold drop earrings finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/37601639/pexels-photo-37601639.jpeg|https://images.pexels.com/photos/27916986/pexels-photo-27916986.jpeg|https://images.pexels.com/photos/34365842/pexels-photo-34365842.jpeg|https://images.pexels.com/photos/33429141/pexels-photo-33429141.jpeg
Canvas Sneakers Burgundy,GRS-0097,54,,16,Footwear,Bursa Atelier,Canvas Sneakers in burgundy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Canvas Sneakers Navy,GRS-0098,54,73,26,Footwear,Bursa Atelier,Canvas Sneakers in navy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Canvas Sneakers Black,GRS-0099,54,,93,Footwear,Bursa Atelier,Canvas Sneakers in black,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Canvas Sneakers Olive,GRS-0100,54,,40,Footwear,Bursa Atelier,Canvas Sneakers in olive,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Canvas Sneakers Cream,GRS-0101,54,73,33,Footwear,Bursa Atelier,Canvas Sneakers in cream,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Canvas Sneakers Mustard,GRS-0102,54,,34,Footwear,Bursa Atelier,Canvas Sneakers in mustard,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Canvas Sneakers Charcoal,GRS-0103,54,,89,Footwear,Bursa Atelier,Canvas Sneakers in charcoal,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Canvas Sneakers Tan,GRS-0104,54,73,79,Footwear,Bursa Atelier,Canvas Sneakers in tan,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/12526086/pexels-photo-12526086.jpeg|https://images.pexels.com/photos/19845610/pexels-photo-19845610.jpeg|https://images.pexels.com/photos/8079829/pexels-photo-8079829.jpeg|https://images.pexels.com/photos/5488660/pexels-photo-5488660.jpeg
Leather Boots Burgundy,GRS-0105,98,,68,Footwear,Anatolia Co.,Leather Boots in burgundy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Boots Navy,GRS-0106,98,132,61,Footwear,Anatolia Co.,Leather Boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Boots Black,GRS-0107,98,,83,Footwear,Anatolia Co.,Leather Boots in black,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Boots Olive,GRS-0108,98,,26,Footwear,Anatolia Co.,Leather Boots in olive,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Boots Cream,GRS-0109,98,132,48,Footwear,Anatolia Co.,Leather Boots in cream,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Boots Mustard,GRS-0110,98,,61,Footwear,Anatolia Co.,Leather Boots in mustard,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Boots Charcoal,GRS-0111,98,,53,Footwear,Anatolia Co.,Leather Boots in charcoal,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Boots Tan,GRS-0112,98,132,13,Footwear,Anatolia Co.,Leather Boots in tan,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27639594/pexels-photo-27639594.jpeg|https://images.pexels.com/photos/37827331/pexels-photo-37827331.jpeg|https://images.pexels.com/photos/31278577/pexels-photo-31278577.jpeg|https://images.pexels.com/photos/27608725/pexels-photo-27608725.jpeg
Leather Sandals Burgundy,GRS-0113,47,,26,Footwear,House label,Leather Sandals in burgundy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Leather Sandals Navy,GRS-0114,47,63,82,Footwear,House label,Leather Sandals in navy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Leather Sandals Black,GRS-0115,47,,41,Footwear,House label,Leather Sandals in black,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Leather Sandals Olive,GRS-0116,47,,65,Footwear,House label,Leather Sandals in olive,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Leather Sandals Cream,GRS-0117,47,63,11,Footwear,House label,Leather Sandals in cream,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Leather Sandals Mustard,GRS-0118,47,,53,Footwear,House label,Leather Sandals in mustard,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Leather Sandals Charcoal,GRS-0119,47,,96,Footwear,House label,Leather Sandals in charcoal,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Leather Sandals Tan,GRS-0120,47,63,20,Footwear,House label,Leather Sandals in tan,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/31129841/pexels-photo-31129841.jpeg|https://images.pexels.com/photos/23692992/pexels-photo-23692992.jpeg|https://images.pexels.com/photos/31129840/pexels-photo-31129840.jpeg|https://images.pexels.com/photos/26965818/pexels-photo-26965818.jpeg
Suede Loafers Burgundy,GRS-0121,72,,23,Footwear,Aysel Tekstil,Suede Loafers in burgundy,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Suede Loafers Navy,GRS-0122,72,97,21,Footwear,Aysel Tekstil,Suede Loafers in navy,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Suede Loafers Black,GRS-0123,72,,96,Footwear,Aysel Tekstil,Suede Loafers in black,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Suede Loafers Olive,GRS-0124,72,,21,Footwear,Aysel Tekstil,Suede Loafers in olive,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Suede Loafers Cream,GRS-0125,72,97,63,Footwear,Aysel Tekstil,Suede Loafers in cream,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Suede Loafers Mustard,GRS-0126,72,,91,Footwear,Aysel Tekstil,Suede Loafers in mustard,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Suede Loafers Charcoal,GRS-0127,72,,37,Footwear,Aysel Tekstil,Suede Loafers in charcoal,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Suede Loafers Tan,GRS-0128,72,97,43,Footwear,Aysel Tekstil,Suede Loafers in tan,Handcrafted suede loafers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/35070982/pexels-photo-35070982.jpeg|https://images.pexels.com/photos/31935097/pexels-photo-31935097.jpeg|https://images.pexels.com/photos/1122605/pexels-photo-1122605.jpeg|https://images.pexels.com/photos/15127353/pexels-photo-15127353.jpeg
Canvas Espadrilles Burgundy,GRS-0129,39,,33,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in burgundy,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
Canvas Espadrilles Navy,GRS-0130,39,53,94,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in navy,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
Canvas Espadrilles Black,GRS-0131,39,,96,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in black,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
